SampleID,SiteID,SiteType,SampleNote,Date,Time,Depth_m_bgs,DTW_m_bgs,Dist_m,Filter,SpC_uS_cm,pH,T_celsius,DO_mg_L,Alkalinity_mg_L_HCO3,F_mg_L,Cl_mg_L,SO4_mg_L,Br_mg_L,NO3_mg_L,Fe_T_mg_L,Fe_II_mg_L,Ag_fa_ug_L,Ag_ra_ug_L,Al_fa_ug_L,Al_ra_ug_L,As_fa_ug_L,As_ra_ug_L,Au_fa_ug_L,Au_ra_ug_L,B_fa_ug_L,B_ra_ug_L,Ba_fa_ug_L,Ba_ra_ug_L,Be_fa_ug_L,Be_ra_ug_L,Bi_fa_ug_L,Bi_ra_ug_L,Ca_fa_ug_L,Ca_ra_ug_L,Cd_fa_ug_L,Cd_ra_ug_L,Ce_fa_ug_L,Ce_ra_ug_L,Co_fa_ug_L,Co_ra_ug_L,Cr_fa_ug_L,Cr_ra_ug_L,Cs_fa_ug_L,Cs_ra_ug_L,Cu_fa_ug_L,Cu_ra_ug_L,Dy_fa_ug_L,Dy_ra_ug_L,Er_fa_ug_L,Er_ra_ug_L,Eu_fa_ug_L,Eu_ra_ug_L,Fe_fa_ug_L,Fe_ra_ug_L,Ga_fa_ug_L,Ga_ra_ug_L,Gd_fa_ug_L,Gd_ra_ug_L,Ge_fa_ug_L,Ge_ra_ug_L,Hf_fa_ug_L,Hf_ra_ug_L,Hg_fa_ug_L,Hg_ra_ug_L,Ho_fa_ug_L,Ho_ra_ug_L,In_fa_ug_L,In_ra_ug_L,K_fa_ug_L,K_ra_ug_L,La_fa_ug_L,La_ra_ug_L,Li_fa_ug_L,Li_ra_ug_L,Lu_fa_ug_L,Lu_ra_ug_L,Mg_fa_ug_L,Mg_ra_ug_L,Mn_fa_ug_L,Mn_ra_ug_L,Mo_fa_ug_L,Mo_ra_ug_L,Na_fa_ug_L,Na_ra_ug_L,Nb_fa_ug_L,Nb_ra_ug_L,Nd_fa_ug_L,Nd_ra_ug_L,Ni_fa_ug_L,Ni_ra_ug_L,P_fa_ug_L,P_ra_ug_L,Pb_fa_ug_L,Pb_ra_ug_L,Pr_fa_ug_L,Pr_ra_ug_L,Rb_fa_ug_L,Rb_ra_ug_L,Re_fa_ug_L,Re_ra_ug_L,S_fa_ug_L,S_ra_ug_L,Sb_fa_ug_L,Sb_ra_ug_L,Sc_fa_ug_L,Sc_ra_ug_L,Se_fa_ug_L,Se_ra_ug_L,Si_fa_ug_L,Si_ra_ug_L,Sm_fa_ug_L,Sm_ra_ug_L,Sn_fa_ug_L,Sn_ra_ug_L,Sr_fa_ug_L,Sr_ra_ug_L,Ta_fa_ug_L,Ta_ra_ug_L,Tb_fa_ug_L,Tb_ra_ug_L,Te_fa_ug_L,Te_ra_ug_L,Th_fa_ug_L,Th_ra_ug_L,Ti_fa_ug_L,Ti_ra_ug_L,Tl_fa_ug_L,Tl_ra_ug_L,Tm_fa_ug_L,Tm_ra_ug_L,U_fa_ug_L,U_ra_ug_L,V_fa_ug_L,V_ra_ug_L,W_fa_ug_L,W_ra_ug_L,Y_fa_ug_L,Y_ra_ug_L,Yb_fa_ug_L,Yb_ra_ug_L,Zn_fa_ug_L,Zn_ra_ug_L,Zr_fa_ug_L,Zr_ra_ug_L
GG-295,GG-0295,Stream,-9999,10/11/2024,1205,-9999,-9999,295,syringe,151,6.78,5.1,-9999,14.4,0.07,0.34,9.9,63.8,-0.05,-9999,-9999,0.07,0.05,5,15,-0.2,-0.2,0.01,-0.01,3,4,16.2,15.4,0.01,0.01,-0.01,-0.01,6680,6390,0.01,0.01,0.02,0.07,0.019,0.05,-0.08,0.26,-0.1,-0.1,0.6,1,0.01,0.02,0.01,0.01,-0.01,0.01,7,20,-0.1,-0.1,0.02,0.02,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,788,750,0.05,0.09,0.2,0.2,-0.1,-0.1,1550,1570,0.83,1.37,0.5,0.6,16800,17200,0.03,0.05,0.07,0.09,0.3,0.6,-3,20,-0.09,0.22,0.02,0.02,0.2,0.4,-0.1,-0.1,-5000,5710,-0.9,-0.9,0.2,0.2,0.08,-0.04,6920,5930,-0.1,0.03,0.17,0.1,49.6,49.4,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,0.1,0.27,0.178,0.021,-0.01,-0.01,0.033,0.01,0.05,0.09,0.03,0.35,0.11,0.11,0.01,0.01,2,9,-2,-2
GG-350,GG-0350,Stream,-9999,10/11/2024,1145,-9999,-9999,350,syringe,124,6.56,4.9,-9999,16.7,0.1,0.34,24.9,17,-0.05,-9999,-9999,-0.05,-0.05,8,23,-0.2,-0.2,-0.01,-0.01,3,4,19.4,20.6,0.01,0.01,-0.01,-0.01,10700,10600,0.09,0.1,0.03,0.08,0.048,0.05,0.09,-0.08,-0.1,-0.1,0.5,1.2,0.02,0.03,0.01,0.01,-0.01,0.01,66,100,-0.1,-0.1,0.02,0.02,-0.1,0.1,-0.1,0.1,-0.01,0.01,-0.01,0.01,-0.01,-0.01,940,940,0.05,0.13,0.3,0.3,-0.1,-0.1,2460,2540,4.29,5.01,0.4,0.6,6870,7230,-0.01,0.15,0.07,0.1,1.2,1.6,-3,30,-0.09,0.16,0.01,0.03,0.2,0.2,-0.1,-0.1,9000,11200,-0.9,-0.9,0.2,0.6,0.05,0.1,7190,6630,-0.1,0.03,-0.06,0.11,70.8,74.2,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.58,-0.005,0.011,-0.01,0.01,0.02,0.02,0.06,0.13,-0.02,0.03,0.11,0.18,0.02,0.01,24,34,-2,-2
GG-385,GG-0385,Stream,-9999,10/11/2024,1140,-9999,-9999,385,syringe,125,6.5,4.9,-9999,16.2,0.1,0.35,25.6,17.1,-0.05,-9999,-9999,-0.05,-0.05,7,24,-0.2,-0.2,-0.01,-0.01,3,4,19.8,20.4,0.01,0.02,-0.01,-0.01,11000,10600,0.088,0.1,0.03,0.07,0.064,0.08,-0.08,-0.08,-0.1,-0.1,0.5,1.1,0.01,0.03,0.01,0.02,-0.01,0.01,37,70,-0.1,-0.1,0.01,0.04,-0.1,-0.1,-0.1,0.2,-0.01,-0.01,-0.01,0.01,-0.01,-0.01,956,930,0.04,0.08,0.3,0.3,-0.1,-0.1,2490,2600,4.99,5.69,0.4,0.5,6970,7270,-0.01,0.22,0.06,0.11,1.2,1.3,-3,30,-0.09,0.15,0.01,0.03,0.2,0.2,-0.1,-0.1,9520,10900,-0.9,-0.9,0.2,1.7,-0.04,-0.04,7120,6750,-0.1,0.04,-0.06,0.14,71.1,72.1,-0.1,-0.1,-0.01,0.02,-0.1,-0.1,-0.1,-0.1,-0.1,0.81,0.005,0.011,-0.01,0.01,0.041,0.02,0.06,0.02,-0.02,0.11,0.1,0.16,0.01,0.02,24,36,-2,-2
GG-423,GG-0423,Stream,-9999,10/11/2024,1130,-9999,-9999,423,syringe,427,5.93,7.1,-9999,2.1,1.55,0.32,225,4.92,-0.05,2.28,2.28,-0.05,-0.05,492,1350,-0.2,0.2,-0.01,-0.01,3,4,16.5,16.7,0.5,0.59,-0.01,-0.01,53200,51700,2.74,2.91,5.48,5.95,33,32.9,-0.08,0.38,-0.1,-0.1,42.7,51.6,0.44,0.57,0.18,0.22,0.14,0.17,2290,3990,0.1,0.1,0.57,0.73,0.1,0.2,-0.1,-0.1,-0.01,-0.01,0.08,0.09,-0.01,-0.01,1680,1640,2.75,2.91,5.2,5.2,-0.1,-0.1,10000,10100,1580,1520,-0.4,1.9,8310,8690,-0.01,-0.01,2.6,2.98,24,24.6,-3,20,0.46,3.12,0.64,0.73,3.9,4,0.1,-0.1,64900,64900,-0.9,-0.9,0.4,0.5,-0.04,0.05,13300,12800,0.5,0.62,-0.06,0.09,280,282,-0.1,-0.1,0.09,0.12,-0.1,-0.1,-0.1,1,0.1,0.24,0.011,-0.005,0.02,0.02,3.17,4.73,-0.01,0.05,-0.02,1.46,2.28,2.42,0.14,0.18,668,717,-2,-2
GG-485,GG-0485,Stream,-9999,10/11/2024,1123,-9999,-9999,485,syringe,430,5.95,6.9,-9999,2.3,1.45,0.31,226,4.91,-0.05,-9999,-9999,-0.05,-0.05,468,1350,-0.2,0.3,-0.01,-0.01,3,4,17,17.3,0.49,0.61,-0.01,-0.01,52500,52200,2.57,2.88,5.3,5.79,32.1,33.1,-0.08,0.78,-0.1,-0.1,39.7,49.6,0.46,0.54,0.19,0.21,0.13,0.17,2070,3760,0.1,0.2,0.56,0.61,0.2,0.2,-0.1,-0.1,-0.01,-0.01,0.08,0.09,-0.01,-0.01,1640,1610,2.79,2.91,5.4,5,-0.1,-0.1,9410,10100,1530,1510,-0.4,1.6,8210,8660,-0.01,-0.01,2.55,2.89,23,25,-3,-3,0.17,3.18,0.64,0.71,3.8,3.3,0.1,0.2,63700,64900,-0.9,-0.9,0.4,0.5,-0.04,0.07,13200,12400,0.5,0.63,-0.06,0.35,275,288,-0.1,-0.1,0.09,0.11,-0.1,-0.1,-0.1,0.9,-0.1,0.21,0.027,0.011,0.02,0.02,2.86,4.86,-0.01,0.07,-0.02,1.46,2.32,2.5,0.15,0.2,665,723,-2,-2
GG-540,GG-0540,Stream,-9999,10/11/2024,1115,-9999,-9999,540,syringe,422,5.96,6.8,-9999,-1,1.37,0.32,220,4.82,-0.05,1.94,1.85,-0.05,-0.05,475,1360,-0.2,0.4,-0.01,-0.01,3,4,16.6,17.4,0.47,0.61,-0.01,-0.01,52300,53900,2.56,2.76,5.19,6.03,31.6,31.6,-0.08,0.31,-0.1,-0.1,38.7,48.9,0.44,0.52,0.2,0.24,0.13,0.14,1960,3440,0.1,0.2,0.54,0.59,0.2,0.4,-0.1,-0.1,-0.01,-0.01,0.08,0.1,-0.01,-0.01,1650,1610,2.75,3.48,5.1,4.9,-0.1,-0.1,9660,9710,1470,1470,-0.4,1.6,8210,8410,-0.01,-0.01,2.53,2.87,23,24.7,-3,30,0.16,2.8,0.63,0.73,3.7,3.6,0.1,-0.1,63600,65900,-0.9,-0.9,0.4,0.5,-0.04,-0.04,13000,12800,0.5,0.62,-0.06,0.11,270,290,-0.1,-0.1,0.09,0.1,-0.1,-0.1,-0.1,0.9,-0.1,0.67,0.056,0.021,0.02,0.03,2.81,4.28,-0.01,0.35,0.02,1.35,2.26,2.61,0.14,0.19,664,715,-2,-2
GG-599,GG-0599,Stream,-9999,10/11/2024,1110,-9999,-9999,599,syringe,423,5.92,6.7,-9999,2,1.39,0.32,225,4.71,-0.05,-9999,-9999,0.06,-0.05,526,1310,-0.2,0.2,-0.01,-0.01,3,4,17.4,18,0.49,0.62,-0.01,-0.01,52500,51100,2.68,2.61,5.06,5.52,30.7,30.5,-0.08,0.6,-0.1,-0.1,38.7,48.6,0.42,0.54,0.19,0.22,0.13,0.14,1800,3250,0.1,0.2,0.56,0.64,0.2,-0.1,-0.1,-0.1,-0.01,0.03,0.08,0.09,-0.01,-0.01,1690,1610,2.74,2.94,5.2,4.9,-0.1,-0.1,9890,9990,1470,1450,-0.4,1.5,8360,8370,0.01,-0.01,2.49,2.64,24,24.8,-3,-3,0.22,2.82,0.62,0.69,3.5,3.7,0.1,0.2,64600,65500,-0.9,-0.9,0.4,0.4,-0.04,0.05,13400,12000,0.5,0.51,0.07,0.23,274,285,-0.1,-0.1,0.09,0.09,-0.1,-0.1,-0.1,0.9,-0.1,0.41,0.169,0.032,0.02,0.03,2.78,3.99,0.01,0.06,0.02,1.31,2.34,2.64,0.15,0.19,667,719,-2,-2
GG-657,GG-0657,Stream,-9999,10/11/2024,1105,-9999,-9999,657,syringe,421,5.92,6.5,-9999,1.6,1.4,0.32,227,4.59,-0.05,-9999,-9999,-0.05,-0.05,538,1310,-0.2,0.3,-0.01,-0.01,3,4,16.9,16.8,0.48,0.69,-0.01,-0.01,53100,50700,2.63,2.75,4.92,5.33,30.6,30,-0.08,0.57,-0.1,-0.1,38.5,46.8,0.43,0.5,0.19,0.21,0.12,0.16,1730,3340,0.1,0.1,0.55,0.66,0.1,0.4,-0.1,-0.1,0.01,0.01,0.08,0.09,-0.01,-0.01,1720,1630,2.76,2.9,5.1,5.1,-0.1,-0.1,9760,10200,1480,1400,-0.4,1.4,8010,8250,0.01,0.01,2.35,2.7,24,24.6,-3,40,0.18,2.86,0.59,0.7,3.6,3.4,0.1,-0.1,65600,65800,-0.9,-0.9,0.4,0.5,-0.04,-0.04,12800,12100,0.4,0.49,-0.06,0.16,281,286,-0.1,-0.1,0.09,0.09,-0.1,-0.1,-0.1,0.9,-0.1,0.75,0.007,0.011,0.02,0.03,2.58,3.93,-0.01,0.06,-0.02,1.35,2.4,2.49,0.14,0.14,676,710,-2,-2
GG-770,GG-0770,Stream,-9999,10/11/2024,1053,-9999,-9999,770,syringe,423,5.82,6.2,-9999,-1,1.4,0.33,229,4.53,-0.05,1.53,1.5,-0.05,-0.05,543,1490,-0.2,0.3,-0.01,-0.01,3,5,17.1,16.7,0.47,0.62,-0.01,-0.01,52800,49800,2.69,2.61,4.67,5.31,29.4,29.2,-0.08,0.49,-0.1,-0.1,36.2,47,0.4,0.5,0.19,0.21,0.11,0.17,1490,4430,-0.1,0.2,0.5,0.63,0.1,0.2,-0.1,-0.1,-0.01,0.02,0.07,0.1,-0.01,-0.01,1690,1640,2.73,2.92,5.2,4.7,-0.1,-0.1,9870,10100,1410,1370,-0.4,1.8,8020,8230,0.01,-0.01,2.29,2.71,24,23.2,-3,10,0.13,3.75,0.57,0.69,3.5,3.6,0.1,-0.1,63400,65200,-0.9,-0.9,0.4,0.5,-0.04,-0.04,13000,12000,0.4,0.58,-0.06,-0.06,280,276,-0.1,-0.1,0.08,0.1,-0.1,-0.1,-0.1,1.3,-0.1,1.76,0.009,0.011,0.02,0.03,2.26,4.31,-0.01,0.1,-0.02,1.74,2.3,2.68,0.13,0.21,672,696,-2,-2
GG-860,GG-0860,Stream,-9999,10/11/2024,1045,-9999,-9999,860,syringe,426,5.83,6.1,-9999,2.2,1.35,0.33,229,4.43,-0.05,-9999,-9999,-0.05,-0.05,589,1260,-0.2,0.4,-0.01,-0.01,3,5,17.6,18.1,0.49,0.61,-0.01,-0.01,52600,50100,2.69,2.81,4.87,5.24,29.2,29.2,-0.08,2.17,-0.1,-0.1,38.2,45.7,0.44,0.5,0.2,0.26,0.12,0.11,1420,2830,0.1,0.1,0.53,0.62,0.1,0.2,-0.1,-0.1,-0.01,0.01,0.08,0.08,-0.01,-0.01,1690,1610,2.78,2.84,5.2,4.8,-0.1,-0.1,10000,10200,1390,1360,-0.4,1.3,8030,8420,0.01,0.01,2.46,2.52,24,24.6,-3,30,0.21,2.51,0.6,0.62,3.5,3.3,0.1,-0.1,63900,65800,-0.9,-0.9,0.4,0.5,-0.04,-0.04,13300,12500,0.5,0.56,-0.06,0.1,279,280,-0.1,-0.1,0.09,0.08,-0.1,-0.1,-0.1,0.8,-0.1,0.34,0.007,0.011,0.02,0.02,2.47,3.71,-0.01,0.03,0.02,1.16,2.42,2.41,0.14,0.18,670,705,-2,-2
GG-953A,GG-0953,Stream,-9999,10/11/2024,1038,-9999,-9999,953,syringe,430,5.84,5.8,-9999,2,1.33,0.32,230,4.41,-0.05,1.34,1.33,-0.05,-0.05,609,1280,-0.2,0.2,-0.01,-0.01,3,6,17.4,18.5,0.46,0.63,-0.01,-0.01,52800,51200,2.58,2.68,4.81,5.2,29,28.6,-0.08,0.82,-0.1,-0.1,38.4,44.6,0.44,0.46,0.19,0.2,0.12,0.16,1360,2650,-0.1,0.2,0.53,0.62,0.2,0.3,-0.1,-0.1,-0.01,0.02,0.08,0.09,-0.01,-0.01,1680,1670,2.78,2.79,5.2,4.8,-0.1,-0.1,9820,10300,1430,1340,-0.4,1.4,8040,8580,0.02,0.02,2.4,2.6,24,24.8,-3,-3,0.22,2.24,0.59,0.64,3.5,3.5,0.1,-0.1,64100,63300,-0.9,-0.9,0.4,0.4,-0.04,0.05,13000,12300,0.4,0.52,-0.06,0.06,285,281,-0.1,-0.1,0.08,0.09,-0.1,-0.1,-0.1,0.7,-0.1,3.27,0.013,0.011,0.03,0.03,2.5,3.45,-0.01,0.11,0.02,1.07,2.4,2.44,0.14,0.19,673,698,-2,-2
GG-953B,GG-0953,Stream,Field replicate of GG-953A,10/11/2024,1040,-9999,-9999,953,syringe,426,5.82,5.8,-9999,2,1.32,0.33,229,4.34,-0.05,1.35,1.37,-0.05,-0.05,616,1270,-0.2,-0.2,-0.01,-0.01,3,5,16.9,18.4,0.48,0.53,-0.01,-0.01,52900,51300,2.56,2.63,4.85,5.19,28.5,28.8,-0.08,0.2,-0.1,-0.1,37.7,44.8,0.44,0.46,0.2,0.21,0.12,0.14,1340,2680,0.1,-0.1,0.55,0.64,0.1,0.1,-0.1,-0.1,-0.01,0.02,0.08,0.08,-0.01,-0.01,1700,1630,2.8,2.93,5.2,4.9,-0.1,-0.1,9790,9990,1410,1360,-0.4,1.1,7990,8330,0.02,0.01,2.44,2.62,24,24.4,-3,20,0.23,2.4,0.61,0.67,3.5,3.3,0.1,0.2,65000,66700,-0.9,-0.9,0.4,0.4,-0.04,0.05,13200,12600,0.5,0.49,-0.06,0.06,283,285,-0.1,-0.1,0.09,0.09,-0.1,-0.1,-0.1,0.8,0.1,0.41,0.006,0.011,0.02,0.02,2.44,3.66,-0.01,-0.01,-0.02,1.1,2.42,2.59,0.15,0.18,671,702,-2,-2
GG-WP210,GG-1038,Stream,-9999,10/11/2024,1030,-9999,-9999,1038,syringe,425,5.84,5.5,-9999,1.9,1.18,0.33,220,3.96,-0.05,-9999,-9999,-0.05,-0.05,638,1220,-0.2,0.2,-0.01,-0.01,3,7,18.9,19.4,0.46,0.55,-0.01,-0.01,52100,51700,2.56,2.66,4.44,4.74,26.4,27.5,-0.08,0.13,-0.1,-0.1,36.1,44,0.42,0.49,0.19,0.2,0.11,0.12,1130,2450,-0.1,0.1,0.52,0.59,0.2,0.1,-0.1,-0.1,-0.01,0.02,0.08,0.08,-0.01,-0.01,1680,1690,2.68,2.77,4.9,4.7,-0.1,-0.1,9890,10500,1330,1310,-0.4,1.1,8000,8340,0.02,0.03,2.23,2.44,23,24.8,-3,40,0.26,2.1,0.56,0.61,3.4,3.1,0.1,-0.1,63500,67200,-0.9,1,0.4,0.5,-0.04,-0.04,13000,12300,0.4,0.48,-0.06,0.07,279,284,-0.1,-0.1,0.08,0.09,-0.1,-0.1,-0.1,0.7,-0.1,0.38,0.012,-0.005,0.02,0.02,2.34,3.37,-0.01,0.04,-0.02,1.05,2.34,2.46,0.14,0.14,642,697,-2,-2
GG-WP237,GG-1311,Stream,-9999,10/11/2024,1020,-9999,-9999,1311,syringe,420,5.98,5.2,-9999,-1,1.18,0.34,217,3.5,-0.05,-9999,-9999,-0.05,-0.05,695,1020,-0.2,-0.2,-0.01,-0.01,3,8,20,18.7,0.46,0.55,-0.01,-0.01,48900,45100,2.42,2.58,3.87,3.89,22.7,22.1,-0.08,0.26,-0.1,-0.1,32.6,35.2,0.38,0.32,0.17,0.17,0.1,0.11,499,1430,-0.1,-0.1,0.47,0.45,0.1,0.2,-0.1,-0.1,-0.01,0.01,0.07,0.07,-0.01,-0.01,1620,1510,2.44,2.34,4.7,4,-0.1,-0.1,9610,8910,1110,1060,-0.4,0.7,7460,7440,0.03,0.04,1.98,2.08,21,20.2,-3,20,0.25,1.51,0.51,0.51,3,2.7,0.1,-0.1,59900,58000,-0.9,2.2,0.4,0.2,-0.04,-0.04,12600,10900,0.4,0.41,-0.06,0.07,264,252,-0.1,-0.1,0.07,0.08,-0.1,-0.1,-0.1,0.4,-0.1,0.41,0.018,0.011,0.02,0.02,1.96,2.4,-0.01,0.06,0.02,0.71,2.23,2.08,0.13,0.14,591,599,-2,-2
PG24-BLK1,-9999,-9999,Field blank,7/30/2024,1630,-9999,-9999,-9999,capsule,-9999,-9999,-9999,-9999,-9999,-0.005,0.076,0.067,-0.005,0.007,-9999,-9999,-0.05,-0.05,-1,2,-0.2,-0.2,-0.01,-0.01,-2,-2,-0.08,0.09,-0.007,-0.007,-0.01,-0.01,19,33,0.033,0.022,-0.01,0.01,0.026,0.006,-0.08,-0.08,-0.1,-0.1,1.2,0.7,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-7,18,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,9,11,-0.01,-0.01,0.1,-0.1,-0.1,-0.1,3,2,1.04,0.54,-0.4,-0.4,14,10,-0.01,-0.01,-0.01,-0.01,0.1,0.2,-3,-3,12.9,11,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-5000,-5000,-0.9,-0.9,-0.1,-0.1,-0.04,-0.04,27,-20,-0.1,-0.01,-0.06,-0.06,-0.08,-0.08,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.05,-0.005,-0.005,-0.01,-0.01,0.021,0.021,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,8,5,-2,-2
PG24-BLK2,-9999,-9999,Field blank,7/30/2024,1630,-9999,-9999,-9999,syringe,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.05,-9999,-1,-9999,-0.2,-9999,-0.01,-9999,-2,-9999,-0.08,-9999,-0.007,-9999,-0.01,-9999,-10,-9999,-0.003,-9999,-0.01,-9999,0.004,-9999,-0.08,-9999,-0.1,-9999,-0.2,-9999,-0.01,-9999,-0.01,-9999,-0.01,-9999,-7,-9999,-0.1,-9999,-0.01,-9999,-0.1,-9999,-0.1,-9999,-0.01,-9999,-0.01,-9999,-0.01,-9999,-9,-9999,-0.01,-9999,-0.1,-9999,-0.1,-9999,1,-9999,0.35,-9999,-0.4,-9999,-10,-9999,-0.01,-9999,-0.01,-9999,-0.1,-9999,-3,-9999,-0.09,-9999,-0.01,-9999,-0.1,-9999,-0.1,-9999,-5000,-9999,-0.9,-9999,-0.1,-9999,-0.04,-9999,-20,-9999,-0.1,-9999,-0.06,-9999,-0.08,-9999,-0.1,-9999,-0.01,-9999,-0.1,-9999,-0.1,-9999,-0.1,-9999,-0.005,-9999,-0.01,-9999,0.003,-9999,0.02,-9999,-0.02,-9999,-0.02,-9999,-0.01,-9999,-2,-9999,-2,-9999
GG-0001,-9999,-9999,Field blank,10/11/2024,1000,-9999,-9999,-9999,syringe,-9999,-9999,-9999,-9999,3.1,-0.05,0.1,-0.1,-0.05,-0.05,-9999,-9999,-0.05,-0.05,-1,40,-0.2,-0.2,-0.01,-0.01,-2,11,-0.08,0.34,-0.007,0.01,-0.01,-0.01,-10,-10,-0.003,-0.003,-0.01,0.01,-0.004,0.03,-0.08,0.19,-0.1,-0.1,-0.1,0.5,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-7,10,-0.1,-0.1,-0.01,-0.01,-0.1,0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-9,-9,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-1,10,-0.01,-0.01,-0.4,-0.4,-10,-10,0.04,0.01,-0.01,-0.01,-0.1,0.1,-3,20,-0.09,0.1,-0.01,-0.01,-0.1,0.1,-0.1,-0.1,-5000,-5000,-0.9,-0.9,-0.1,-0.1,-0.04,-0.04,-20,-20,-0.1,0.01,-0.06,0.11,-0.08,0.22,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.14,0.008,0.011,-0.01,-0.01,0.003,-0.002,-0.01,0.02,0.03,0.09,-0.02,-0.02,-0.01,-0.01,-2,7,-2,-2
